Geneid gene_name HFD_1 HFD_2 HFD_3 LFD_1 LFD_2 LFD_3
ENSMUSG00002076562.1 Gm54814 0 0 0 0 0 0
ENSMUSG00000021087.19 Rtn1 15 35 20 38 39 26
ENSMUSG00000021090.17 Lrrc9 21 23 40 14 67 24
ENSMUSG00002076912.1 Gm54828 0 0 0 0 0 1
ENSMUSG00000034501.8 Pcnx4 229 232 219 251 317 287
ENSMUSG00000109482.3 Gm4756 0 0 2 4 5 3
ENSMUSG00000113143.2 Ly6e-ps1 0 0 0 1 0 0
ENSMUSG00000021094.11 Dhrs7 1893 1733 3624 758 1612 838
ENSMUSG00000112989.2 Gm48143 0 0 0 0 1 0
ENSMUSG00000021096.12 Ppm1a 2707.5 2690 3617.5 2081.5 3793 2006
ENSMUSG00000120877.1 ENSMUSG00000120877 8.5 18.5 12.5 9.5 23.5 6
ENSMUSG00000113779.2 Gm33785 0 0 0 1 1 0
ENSMUSG00000021098.15 4930447C04Rik 7 12 13 13 25 30
ENSMUSG00000021099.7 Six6 0 0 1 0 0 0
ENSMUSG00000097010.3 Gm26709 0 0 0 0 0 1
ENSMUSG00000102197.2 Gm38170 0 1 0 0 0 0
ENSMUSG00000120512.1 ENSMUSG00000120512 9 11.5 11 7 35 17
ENSMUSG00000051367.9 Six1 289 205.5 320 183 544 278
ENSMUSG00000034460.10 Six4 68.2 67 46 64 309.4 214.4
ENSMUSG00000021103.13 Mnat1 216 279 203 309 288 275
ENSMUSG00000119928.1 Gm23910 1 0 0 0 0 1
ENSMUSG00000034442.12 Trmt5 182 223 198 204 208 174
ENSMUSG00000044712.16 Slc38a6 203.63 235.72 123.63 374 349.28 370.02
ENSMUSG00000113425.2 Gm48653 6 11 0 13 8 15
ENSMUSG00000056359.8 D830013O20Rik 10 0 3 2 7 2
ENSMUSG00000113582.2 Gm33929 0 0 0 1.2 1.6 1
ENSMUSG00000114178.2 Gm48656 1 2 2 0 3 0
ENSMUSG00000113099.2 Gm34016 0 0 0 0 1 0
ENSMUSG00000034435.7 Tmem30b 24 11 4 16 24 75
ENSMUSG00000113800.2 2210039B01Rik 1.2 4 1 1.4 8.4 2.4
ENSMUSG00000021108.19 Prkch 503 965 228 1367 558 658
ENSMUSG00000120322.1 ENSMUSG00000120322 2 5 0 8 3 2
ENSMUSG00000113321.2 Gm8075 0 1 1 0 0 0
ENSMUSG00000113699.2 Gm48823 0 0 0 0 0 0
ENSMUSG00000087700.4 Gm15283 201.5 335 103 472 150.5 353
ENSMUSG00000120821.1 ENSMUSG00000120821 0 0 0 0 0 0
ENSMUSG00000021109.14 Hif1a 2817.5 3570 1640 5252 1972.5 3800
ENSMUSG00000066457.7 S100a11-ps 0 0 0 0 0 0
ENSMUSG00000021113.6 Snapc1 215 339 163 362 273 300
ENSMUSG00000044912.12 Syt16 0 0 0 0 0 3
ENSMUSG00000100192.2 Gm29587 0 0 0 0 0 0
ENSMUSG00000071265.12 1700086L19Rik 0 0 0 0 0 2
ENSMUSG00000029878.7 Dbpht2 0 0 0 0 0 0
ENSMUSG00000113031.3 Gm34552 0 0 0 0 0 0
ENSMUSG00000079061.4 Gm11042 0 0 0 0 1 0
ENSMUSG00000113022.2 Gm9544 0 1 0 0 0 0
ENSMUSG00000113962.2 Gm47618 0 0 0 0 0 0
ENSMUSG00000113562.2 Gm47619 0 0 0 0 0 0
ENSMUSG00000113845.2 Gm39473 1 1 0 1 4 5
ENSMUSG00000113974.2 4930442G10Rik 0 0 0 0 0 0
ENSMUSG00000034402.4 Kcnh5 0 0 0 0 1 0
ENSMUSG00000046768.14 Rhoj 813 902 737 1009 1183 1952
ENSMUSG00000048982.4 Gphb5 0 3 0 1 2 1
ENSMUSG00000021051.11 Ppp2r5e 606 635 635 684 782 716
ENSMUSG00000112254.2 Gm47690 13 35 11 33 32 24
ENSMUSG00000112459.2 Gm47689 4 17 1 11 7 9
ENSMUSG00000045690.9 Wdr89 321.75 288.17 352.17 362.5 281 337.75
ENSMUSG00000118552.2 Rplp2-ps1 287.25 260.17 322.17 312.25 251.75 311.75
ENSMUSG00000120709.1 ENSMUSG00000120709 15 52 21 42 43 42
ENSMUSG00000021054.7 Sgpp1 770 758 489 806 1260 1466
ENSMUSG00000063450.15 Syne2 3070 4746 2988 4217 5875 5529.5
ENSMUSG00000092922.3 Mir5101 8 15 10 9 23 14.5
ENSMUSG00000021055.15 Esr2 0 0 0 0 4 0
ENSMUSG00000046580.11 Gm7862 18.5 12.5 24.5 15.5 22 54.5
ENSMUSG00000021056.9 Tex21 1 0 0 0 1 0
ENSMUSG00000112274.3 Gm47525 3 2.5 1 2.5 4.5 2.5
ENSMUSG00000021048.8 Mthfd1 500.25 544.5 938 629.75 627.5 474.5
ENSMUSG00000112138.2 Gm47526 0 1 1 0 3 1
ENSMUSG00000112784.2 Gm34868 0 0 0 0 3 2
ENSMUSG00000021057.16 Akap5 37 34 10 27 35 17
ENSMUSG00000112096.2 A430103D13Rik 6 6 4.6 6.4 12.6 15.8
ENSMUSG00000056459.15 Zbtb25 73 94 78 96 125 112
ENSMUSG00000033454.7 Zbtb1 508 613.5 351.5 734.5 704 853
ENSMUSG00000120833.1 ENSMUSG00000120833 5 6 0 6 9 10.5
ENSMUSG00000097323.3 4930426I24Rik 1 4 6 0 2 6
ENSMUSG00000059970.8 Hspa2 83 109 92 114 127 119
ENSMUSG00000052221.9 Ppp1r36 0 0 0 1 3 3
ENSMUSG00000077791.4 Gm25563 0 0 0 0 0 0
ENSMUSG00000073000.4 Gm10451 8 14 7 21 19 32
ENSMUSG00000112167.2 Gm47053 0 0 0 0 0 1
ENSMUSG00000052609.10 Plekhg3 650.5 751 568.5 948 1222 1426.5
ENSMUSG00000092738.3 Mir5135 2 0 1 0 0 0
ENSMUSG00000112388.3 AI463170 2.5 9 4 12.5 12 8.5
ENSMUSG00000021061.16 Sptb 51 99 500.5 99.5 1313 218
ENSMUSG00002076277.1 Gm55346 0 0 0 0 0 0
ENSMUSG00000090258.8 Churc1 270.35 241 257.6 184.3 201.45 147.9
ENSMUSG00000033373.17 Fntb 264 222 292 231.5 238.5 242.5
ENSMUSG00000042808.11 Gpx2 0 0 0 0.5 1 1
ENSMUSG00000021062.16 Rab15 49 74 30 77 54 179
ENSMUSG00000059436.14 Max 620 772 599 1064.5 743.5 652
ENSMUSG00000112008.2 Gm47218 15 27 9 38 33 26
ENSMUSG00000112857.2 Gm35041 0 0 0 0 0 0
ENSMUSG00000112030.2 Gm35189 0 1 1 3 1 0
ENSMUSG00002076217.1 Gm55350 0 0 0 0 0 0
ENSMUSG00000112150.2 9530018F02Rik 15.5 38.5 16 29 18.5 24.5
ENSMUSG00000021065.17 Fut8 798.9 1178.4 600.25 944.8 877.32 808.45
ENSMUSG00000088002.3 Gm24775 0 0 0 1 0 1
ENSMUSG00000064833.3 Gm25926 0 2 2 0 4 0
ENSMUSG00000111939.2 Gm48177 0.2 0.6 0.45 0.2 1 0.6
ENSMUSG00000112392.2 Gm35240 0 0 0 0.45 1 0.2
ENSMUSG00000111896.2 Gm48196 0 0 0 0 0 0
ENSMUSG00000112003.2 Gm4864 4.33 5 3.33 5 2.33 5.83
ENSMUSG00000111903.2 4930458K08Rik 0 0 1 0 0 0
ENSMUSG00000077707.3 Gm24070 0 0 0 0 0 0
ENSMUSG00000112551.2 Gm8219 1.17 0 2.67 0.5 1.83 1.33
ENSMUSG00000088039.3 Gm24994 0 0 0 0 0 0
ENSMUSG00000099418.4 Gm6657 0 1 1 0 2 0
ENSMUSG00000112302.2 Gm48226 40 44.5 73 46 64.5 43.5
ENSMUSG00000047454.13 Gphn 546 577.5 929 494 952.5 418.5
ENSMUSG00000111932.2 Gm18899 14.5 16 11 19.5 15.5 18.5
ENSMUSG00000112637.2 Gm48225 52 151.5 38.5 110 187.5 66
ENSMUSG00000112506.2 Gm48224 1 0 3 3 5 2
ENSMUSG00000112090.2 Gm48231 1 8 5 4 18 4
ENSMUSG00000112391.2 Gm48230 2 29 6 11 38 14
ENSMUSG00000056987.9 Garin2 0 3 1 3.5 2 0
ENSMUSG00000021112.10 Pals1 556 682.2 578 674.5 902 687
ENSMUSG00002076950.1 Gm54984 1 2 1 0 0 2
ENSMUSG00000021114.10 Atp6v1d 986 1150 1106 1228 865 669
ENSMUSG00000021116.11 Eif2s1 1228.67 1299.67 1257 1825 1101 1190.08
ENSMUSG00000021118.8 Plek2 1 8 5 6 11 7
ENSMUSG00000120988.1 ENSMUSG00000120988 0 0 0 0 0 0
ENSMUSG00000046157.14 Tmem229b 312 405 109.5 645 398 359
ENSMUSG00000060716.8 Plekhh1 35.5 66.5 35 77.5 83.5 53
ENSMUSG00000021120.12 Pigh 129.5 179 121 170.5 113 119.5
ENSMUSG00000112489.2 9230116L04Rik 4 7.5 3 7 6.5 6.5
ENSMUSG00002075394.1 Gm55002 0 0 0 0 0 0
ENSMUSG00000112708.2 Gm8255 0 0 0 0 0 0
ENSMUSG00000021125.7 Arg2 22 32.5 15 73.5 20 31.5
ENSMUSG00000111929.2 Gm48780 5 12.5 3.5 19 10.5 3
ENSMUSG00000021124.14 Vti1b 962 824 1183.5 967.5 960.5 828.5
ENSMUSG00000091534.3 Gm17195 1 7 0 15 9 13
ENSMUSG00000091507.2 Gm17194 3 12 3 9 5 11
ENSMUSG00000066441.15 Rdh11 247 308 617 433 236 457
ENSMUSG00000021123.13 Rdh12 10 10 18 40 14 18
ENSMUSG00000066440.6 Zfyve26 658 1004.2 1068 1061.6 1155.2 833
ENSMUSG00000059060.16 Rad51b 35 43 9 30 63 41
ENSMUSG00000120447.1 ENSMUSG00000120447 0 0 1 0 0 0
ENSMUSG00000112765.2 9430078K24Rik 4.5 5 3.5 9 6.5 10.5
ENSMUSG00000120388.1 ENSMUSG00000120388 1.5 3 0.5 1 1.5 5.5
ENSMUSG00000112646.2 Gm5654 0 0.6 2 3 0 1
ENSMUSG00000120506.1 ENSMUSG00000120506 0 0 0 0 0 0
ENSMUSG00000112292.2 Gm8275 0 0 0 0 0 0
ENSMUSG00000111933.2 Gm36660 3 4 2 11 3 4
ENSMUSG00000112386.2 Gm47752 1 1 0 0 1 0
ENSMUSG00000021127.8 Zfp36l1 969.5 1105 688.5 1449 1446 1885
ENSMUSG00000120387.1 ENSMUSG00000120387 5 7 2 6 4.5 2
ENSMUSG00000120409.1 ENSMUSG00000120409 8 6 6 6 6.5 5
ENSMUSG00000112545.3 1300014J16Rik 28 42 9 62 34 19
ENSMUSG00000097729.4 2310015A10Rik 91 153 91 114 117 97
ENSMUSG00000015143.16 Actn1 1106 1151 393.67 1880 641 2691.83
ENSMUSG00000112830.2 Gm47765 1 2 0 5 0 5
ENSMUSG00000112852.2 Gm47767 37.5 36.5 7.67 50.5 22 73.83
ENSMUSG00000112336.2 Gm47766 21.5 27.5 7.67 29.5 6 74.33
ENSMUSG00000049106.8 Dcaf5 619 664 710 730 807 737
ENSMUSG00000105972.3 Mir1843a 1.67 1 0.33 0.67 2 0
ENSMUSG00002076250.1 Scarna3b 1.67 1.5 1.33 1.17 2 0
ENSMUSG00000112285.2 Scarna3b 1.67 1.5 1.33 1.17 2 0
ENSMUSG00000112278.3 Gm30025 24 10 22 24 33 33
ENSMUSG00000032705.10 Exd2 232 318 215 319 368 338
ENSMUSG00000112701.3 2310002D06Rik 0.5 0 0.5 0 1.5 2
ENSMUSG00000097801.2 Gm26777 1.5 3.5 3 3 3.5 12
ENSMUSG00000021130.9 Galnt16 531 700 481 341 1251 3444.5
ENSMUSG00000112421.2 4933406B15Rik 19 29.5 19.5 14 46 123.5
ENSMUSG00000112606.2 Gm46364 0 0 0 0 3 6
ENSMUSG00000089074.3 Gm23817 0 0 0 0 0 0
ENSMUSG00000112047.2 Gm47852 0 0 0 2 1 1
ENSMUSG00000021131.15 Erh 330.92 370.33 265.08 483 239.33 511.17
ENSMUSG00000112288.2 Gm47879 1 5 1 8.5 5 11
ENSMUSG00000048833.10 Slc39a9 858.5 920 900.5 890.5 892 889
ENSMUSG00000112263.2 Gm47874 5 7 1 8 3 1
ENSMUSG00000044062.8 Plekhd1os 0 2 1 2 1 3
ENSMUSG00000066438.7 Plekhd1 0 0 0 0 0 1
ENSMUSG00000062961.8 Ccdc177 0 2 0 0 0 1.5
ENSMUSG00000097575.3 Gm26796 1 0 2 0 0 0.5
ENSMUSG00000112093.2 Gm47941 0 0 0 0 0 0
ENSMUSG00000021133.10 Susd6 1030 1233 720 1823 1158 1137
ENSMUSG00000119334.1 Gm23298 0 0 0 0 0 0
ENSMUSG00000101912.2 1700052I22Rik 0 0 0 0 0 0
ENSMUSG00000120386.1 ENSMUSG00000120386 0 0 0 1 0 0
ENSMUSG00000112880.3 Gm20337 28 10 27 16.4 9.7 4
ENSMUSG00000021134.18 Srsf5 1490.5 2636 1431 2982.5 3122.5 2525
ENSMUSG00000021135.9 Slc10a1 25 55 18 71 59 27
ENSMUSG00000021136.14 Smoc1 598 674 2796 431 2112 373
ENSMUSG00000092673.3 Mir3067 0 1 1 0 1 0
ENSMUSG00000079055.11 Slc8a3 3 16 82 5 249 30
ENSMUSG00000098128.2 Gm3693 0 0 0 0 20 1
ENSMUSG00000021139.18 Gm20498 366.67 364.61 393.42 286.67 341.33 253.67
ENSMUSG00000091803.8 Cox16 348.5 333.78 378 253.5 346.83 234.5
ENSMUSG00000067224.4 Gm3695 43.88 37.68 65.35 31.87 42.42 27.73
ENSMUSG00000072974.5 Gm4787 24.5 44.83 21 41 55.17 33.83
ENSMUSG00000049246.6 Hspe1-ps2 1 1 3 8 13 2
ENSMUSG00000072972.4 Adam4 23 54 25.5 47.5 68.67 41
ENSMUSG00000099478.2 Gm28370 30 56 7 52 64 36
ENSMUSG00000090935.11 Synj2bp 990.83 1005.94 887.42 913.33 960.83 586.75
ENSMUSG00000088651.3 Gm24853 37.25 24 30 23 26.5 10.75
ENSMUSG00000091587.2 Gm17191 0.5 3.5 3 3 1 2
ENSMUSG00000091947.3 6530401F13Rik 0 0 1 1 2 0
ENSMUSG00000008438.4 Adam21 1 9 4 10 7 3
ENSMUSG00000002679.15 Med6 201 211 163 264 183 207
ENSMUSG00000090244.2 Gm16572 3 4.5 0 5 3 3.5
ENSMUSG00000089806.2 Gm16570 2.33 5.63 2 6.75 1.85 3.75
ENSMUSG00000042734.7 Ttc9 7 21 13 30 84 44
ENSMUSG00000113184.2 Gm49654 3 10 0 7 4 5
ENSMUSG00000042724.9 Map3k9 36 40 8 43 22 40
ENSMUSG00000113303.2 4930423D22Rik 1 1 0 0 0 1
ENSMUSG00000113950.2 Gm47080 0 0.6 0 0.2 0.2 0.2
ENSMUSG00000021140.10 Pcnx 1535.5 1591 2359.5 1393.5 2172.5 1360
ENSMUSG00000113622.2 Gm49749 16.5 18 28.5 10 40 12.5
ENSMUSG00002076178.1 Gm55080 0 0 0 0 0 0
ENSMUSG00000113746.2 Gm48242 0 5 1 1 0 2
ENSMUSG00000042700.17 Sipa1l1 2048 2162 1278 1709 1291 799
ENSMUSG00000094374.3 Gm5435 22 28 18 18 23.5 17.5
ENSMUSG00000091668.4 Gm8358 0 0 0 0 0.5 0
ENSMUSG00002075634.1 Gm55100 0 0 0 0 0 0
ENSMUSG00000021219.17 Rgs6 10 29.5 12.5 10 11 7
ENSMUSG00002075905.1 Gm22149 0 0 0 0 0 0
ENSMUSG00000077630.3 Gm22149 0 0 0 0 0 0
ENSMUSG00000100890.2 1700085C21Rik 0 3 0 0 0 0
ENSMUSG00000102249.2 4930423C22Rik 0 0 0 0 0 0
ENSMUSG00000120391.1 Gm31308 0 0 1 0 0 0
ENSMUSG00000102029.2 Gm29530 0 3.5 1.5 0 0 1
ENSMUSG00000104380.2 4933436F18Rik 0 0 0 0 0 0
ENSMUSG00000103387.2 1700030I03Rik 0 0 1 0 0 1
ENSMUSG00000021221.16 Dpf3 38 46 61 26 80 8
ENSMUSG00000113664.2 Gm47184 10 8.5 10 9.5 18 17
ENSMUSG00000021222.10 Dcaf4 277 276 339 218 276 196
ENSMUSG00000042628.9 Zfyve1 561.2 711 513.67 794.2 805 714.53
ENSMUSG00000113431.2 Gm6722 10.83 13.58 6 16.33 6.83 17
ENSMUSG00000010608.16 Rbm25 1366.93 2474.73 958.87 3004.4 2355.13 1984.53
ENSMUSG00000099708.2 Gm29361 37.83 78.5 30.17 80 72.83 75.83
ENSMUSG00000120994.1 ENSMUSG00000120994 27.33 57.5 10.5 59 47.83 49.5
ENSMUSG00000019969.15 Psen1 832 959 814 1432 1132 1229
ENSMUSG00000114050.2 Gm47666 4 5 2 5 9 2
ENSMUSG00000113881.2 Gm18592 0 0 0 0 1 0
ENSMUSG00000113999.2 Gm47681 35.33 37.17 33.5 56.67 28 71
ENSMUSG00000021223.14 Papln 104 260 116 97 143 158
ENSMUSG00000021224.16 Numb 475 741 366 820.5 622 634.5
ENSMUSG00000114150.2 Gm46367 16 28 16 36.5 29 27.7
ENSMUSG00000113141.2 Gm47748 2 2 1 2 1 1
ENSMUSG00000113423.2 Gm3791 10 12 5 13 8 12
ENSMUSG00000096953.3 Gm26571 5 8.5 7.5 17.5 9 28
ENSMUSG00000046791.9 Riox1 113 154.5 75.5 188.5 90 174
ENSMUSG00000090843.3 Heatr4 0 0 0 1 4 2
ENSMUSG00000021226.8 Acot2 922.17 1036.5 434.33 603.17 235 255.67
ENSMUSG00000072949.7 Acot1 200.42 278.92 97.17 178.75 78.83 85.83
ENSMUSG00000113844.2 Gm47943 0 1 0 0 0 2
ENSMUSG00000052392.6 Acot4 69.75 94.08 127.62 35.17 125.96 65.42
ENSMUSG00000113475.3 Gm49366 4.25 8.08 7.62 4.67 1.96 10.42
ENSMUSG00000097762.2 4732463B04Rik 20.88 28.96 29.37 11.29 31.67 24.17
ENSMUSG00000021228.16 Acot3 0.38 2.96 3.37 2.79 1.83 10.17
ENSMUSG00000042540.13 Acot5 2.42 5.75 6.75 2.42 4.33 4.83
ENSMUSG00000044515.6 Gm8385 0 0 0 0 0 0
ENSMUSG00000043487.5 Acot6 87.75 81.75 101.75 67.75 96.75 82.5
ENSMUSG00000042523.13 Dnal1 137 90.5 130.5 123.5 168.5 230.5
ENSMUSG00000054383.3 Pnma1 8.5 11.5 7.5 23.5 26.5 22.5
ENSMUSG00000042507.16 Mideas 628.5 704 415.5 962 805.5 1038.5
ENSMUSG00000120949.1 ENSMUSG00000120949 57.5 64 40.5 86 72.5 92.5
ENSMUSG00000113776.2 Gm19327 37 61 20 79 74 72
ENSMUSG00000113052.2 Gm31513 7 13 6 14 15 7
ENSMUSG00000113094.2 Gm47447 8 9 9 18 20 16
ENSMUSG00000042962.6 Gm5436 856 675.5 950.5 404 382 222
ENSMUSG00000072946.13 Ptgr2 2523.75 2784.75 2282.5 1342.25 1424.25 701.08
ENSMUSG00000113529.2 Gm47484 912.25 1053.75 793 478.75 476.25 229.08
ENSMUSG00000042472.12 Zfp410 377.13 545.2 319.4 609.4 444.65 510.88
ENSMUSG00000021234.10 Fam161b 53 86.83 37.5 50.6 51.5 34
ENSMUSG00000021235.14 Coq6 1530 1307.5 877 641 429.5 256
ENSMUSG00000021236.17 Entpd5 2086.5 2258 1817.5 1178 1406 802
ENSMUSG00000057265.14 Bbof1 608 597.5 963 296.5 814.75 165
ENSMUSG00000098134.2 Rnf113a2 93 108 122 120 126 104
ENSMUSG00000021238.12 Aldh6a1 6783.5 5745.5 10757 2967.5 9035.25 1548
ENSMUSG00000085793.4 Lin52 112.5 164 232 145.5 224.5 87.5
ENSMUSG00000021239.13 Vsx2 0 0 0 1 0 0
ENSMUSG00000021240.7 Abcd4 298.2 453.2 288.4 435.13 325.4 390.7
ENSMUSG00000071235.13 Vrtn 0 0 0 0 0 0
ENSMUSG00000071234.4 Syndig1l 0 0 0 1 0 0
ENSMUSG00000113317.2 Gm48573 0 0 0 0 0 0
ENSMUSG00000021242.10 Npc2 7432.7 7844 9161 9833 7173.4 5613.2
ENSMUSG00000021241.8 Isca2 777.5 703 764 492 330 243
ENSMUSG00000002020.16 Ltbp2 1082 1434.5 1054 1389 668 382.5
ENSMUSG00000120627.1 ENSMUSG00000120627 1 1 0 4 2 0
ENSMUSG00000092130.3 D030025P21Rik 11 14.5 0 41 2 14.5
ENSMUSG00000113079.2 Gm48709 0 0 0 3 0 0
ENSMUSG00000092006.2 Gm17139 72 113.5 70 109 102 77.5
ENSMUSG00000042350.14 Arel1 1093 1552.5 1064 1565 1219 857.5
ENSMUSG00000079645.3 Gm17193 3 16 7 16 16 8
ENSMUSG00000021243.15 Fcf1 412.5 456.5 401.5 515 314 284
ENSMUSG00000021244.16 Ylpm1 579 745 625 842 1176 899
ENSMUSG00000093629.2 Prox2os 9 19.5 10.5 13.5 24 15
ENSMUSG00000042320.18 Prox2 55 111.5 67.5 77.5 97 65
ENSMUSG00000102935.2 Gm38355 5 5 6 10 10 4
ENSMUSG00000004789.11 Dlst 13137 13320 7005 5447 3475 2433.5
ENSMUSG00000019235.10 Rps6kl1 114 104 47 57 29 19
ENSMUSG00000004791.8 Pgf 23 40 16 329 13 63
ENSMUSG00000113681.2 Gm45930 46.5 56.5 55.5 25 28 15.5
ENSMUSG00000004788.12 Eif2b2 247 267 327 358 313 308
ENSMUSG00000021245.16 Mlh3 338.5 377 314 305 374.5 341.2
ENSMUSG00000098263.3 Mir6938 0 0 0 0 1.5 0
ENSMUSG00000113568.2 Gm46369 1 3 0.25 3 1 6
ENSMUSG00000008822.16 Acyp1 175.5 168 157 129 98 74
ENSMUSG00000045064.6 Zc2hc1c 12 29 31 22 32 34
ENSMUSG00000034290.10 Nek9 2369.5 2471.5 2139 2180.5 2234.5 1954
ENSMUSG00000021248.10 Tmed10 1780 2106 1721.5 2629.5 2174 2534.5
ENSMUSG00000113072.2 Gm47820 14.4 26.8 17 35.6 23.45 22.6
ENSMUSG00000113752.2 Gm47817 19 54 8 49 30 35
ENSMUSG00000113488.2 Gm47819 0 3 1.5 2 4.5 2.5
ENSMUSG00000113940.2 Gm40477 0 1 2 0 18 1
ENSMUSG00000120553.1 ENSMUSG00000120553 2 3 0 1 0 1
ENSMUSG00000120073.1 ENSMUSG00000120073 0 3 0 4 0 0
ENSMUSG00000021250.14 Fos 529 911 64 1610 292 371
ENSMUSG00000120835.1 ENSMUSG00000120835 0 2 0 0 0 1
ENSMUSG00000120232.1 ENSMUSG00000120232 0.2 0.4 0 1 1.2 0.5
ENSMUSG00000114163.2 Gm32296 0 0 0 1 0 1
ENSMUSG00000113165.2 Gm47863 60.5 42.5 55.5 25.5 42.5 42
ENSMUSG00000034271.17 Jdp2 255.5 332.5 168.5 440.5 239.5 614
ENSMUSG00000113249.2 Gm33312 29 32.33 21.2 42.93 34.4 36.6
ENSMUSG00000034266.7 Batf 80 81 17 239 64 84
ENSMUSG00000119481.1 n-R5s64 0 0 0 0 0 0
ENSMUSG00002075690.1 Gm54397 0 0 0 0 0 0
ENSMUSG00000113464.2 Gm47901 0 0 0 0 0 0
ENSMUSG00000034258.5 Flvcr2 10 14 24 12 29 41
ENSMUSG00000021252.12 Erg28 210 194 186 284 188 243
ENSMUSG00000012609.20 Ttll5 294 306 294 344 302 282
ENSMUSG00000097902.3 Gm26531 5 2.5 2 5.5 5 3
ENSMUSG00000121073.1 ENSMUSG00000121073 1 0 2 2 1 2
ENSMUSG00000021253.8 Tgfb3 229.5 204 217.5 231 450 299.5
ENSMUSG00000103301.2 Gm37804 8 9.5 8.5 18.5 17.5 13
ENSMUSG00000114051.2 Gm48008 9.5 7.5 7 10.5 20.5 13.5
ENSMUSG00000007867.10 Ift43 144 110 115 127 124 176
ENSMUSG00000097543.2 Gm805 0 1 0 0 0 0
ENSMUSG00000120595.1 ENSMUSG00000120595 4 1 0 0 0 1
ENSMUSG00000021254.10 Gpatch2l 401.5 424.5 485.5 625 584 526.5
ENSMUSG00000097488.2 4732487G21Rik 53.5 62.5 65.5 70 93 72.5
ENSMUSG00000113230.2 Gm48101 0 0 0 0 0 0
ENSMUSG00000021255.18 Esrrb 34 32 8 7 27 1
ENSMUSG00000121169.1 ENSMUSG00000121169 0 1 0 0 1 0
ENSMUSG00000113369.2 Gm8504 0 0 0 0 0 0.5
ENSMUSG00002076092.1 Gm54454 0 0 0 0 0 0.5
ENSMUSG00000075832.3 Gm22004 0 0 0 0 0 0
ENSMUSG00000021256.6 Vash1 116 111 80 308 128 278
ENSMUSG00000021257.15 Angel1 72 61 82 70 96 74
ENSMUSG00000091942.2 Gm17138 0 0 0 1 0 3
ENSMUSG00000059114.9 Lrrc74a 0 0 0 0 0 0
ENSMUSG00002075409.1 Gm54462 0 0 0 0 0 0
ENSMUSG00000120715.1 ENSMUSG00000120715 5 4 0 5 1 1
ENSMUSG00000113555.2 Gm10095 94.2 107.03 97.55 128.6 96.2 115.4
ENSMUSG00000034168.8 Irf2bpl 501.17 682 457.5 921.83 639.5 1143
ENSMUSG00000120265.1 Gm26698 6 7 3 19 7 12
ENSMUSG00000120428.1 ENSMUSG00000120428 3 6 1 8 5 5
ENSMUSG00000120035.1 ENSMUSG00000120035 7 16.5 11 20 13.5 12.5
ENSMUSG00000034157.13 Cipc 632 803.5 708 739 669.5 393.5
ENSMUSG00000048483.7 Zdhhc22 0 1 2 2 4 2
ENSMUSG00000034145.15 Tmem63c 1 0 0 0 0 0
ENSMUSG00002075870.1 Gm54482 0 0 0 0 0 0
ENSMUSG00000080868.2 Gm15745 0.25 0 0 1 0 1
ENSMUSG00000112966.2 Gm18499 0 0 0 0 0 0
ENSMUSG00000021032.14 Ngb 0 1 0 2 1 1
ENSMUSG00000034126.6 Pomt2 275.5 315.67 442.92 337.5 387.75 446.5
ENSMUSG00000021033.12 Gstz1 3443.7 2325.17 13480.08 801.5 8027.08 1285
ENSMUSG00000113918.2 Gm6566 17 36.17 30.83 19.5 42.17 20.5
ENSMUSG00000034111.7 Tmed8 415 584 591.5 718.5 730 626
ENSMUSG00000090812.9 Samd15 2.4 6.6 4 4.3 4.6 4.2
ENSMUSG00000072919.5 Noxred1 10 38 8 26 10 11
ENSMUSG00000021038.18 Vipas39 889 1148 650 1342 618 589
ENSMUSG00000021037.8 Ahsa1 1417 1720.5 1296 2569.25 1022.5 1109
ENSMUSG00002075882.1 Gm54499 57.5 63 61 128.25 50 53.5
ENSMUSG00000050671.13 Ism2 0 2 1 10 4 5
ENSMUSG00000021036.11 Sptlc2 1131 1584 801 2302 1386 2020
ENSMUSG00000113648.2 Gm48806 1 1 2 5 4 5
ENSMUSG00000113767.2 Gm48873 1 3 0 3 0 3
ENSMUSG00000114103.2 Gm8557 30.4 31 29.45 38.35 28.45 45.82
ENSMUSG00000079036.11 Alkbh1 249.83 362.83 158.83 429.75 307 381
ENSMUSG00000105428.3 Mir3068 0.67 0.33 0.33 1.67 1.33 2
ENSMUSG00002076596.1 Gm54509 1.17 2.83 0.33 4.17 2.33 5
ENSMUSG00000100306.2 Gm29362 1.17 2.83 0.33 4.17 2.33 4
ENSMUSG00000021040.16 Slirp 549.33 593.33 602.83 647.25 566.5 410.5
ENSMUSG00000021039.10 Snw1 969.83 1112.83 1048.33 1335 1227.5 933.5
ENSMUSG00000112943.2 Gm18983 0 0 0 0 0 0
ENSMUSG00000113372.2 Gm18624 0 0 0 0 0 0
ENSMUSG00000113805.3 Eif1ad12 0 0 0 0 0 0
ENSMUSG00000113323.2 Gm18625 0 0 0 0 0 0
ENSMUSG00000113614.2 Gm49362 0 0 0 0 0 0
ENSMUSG00000079034.3 Eif1ad8 0 0.2 0 0 0 0
ENSMUSG00000114187.2 Gm18626 0 0 0 0 0 0
ENSMUSG00000113474.2 Gm48110 0.2 0 0 0.5 0 0
ENSMUSG00000113803.2 Gm18615 0 0 0 0 0 0
