Geneid	gene_name	Foam_1	Foam_2	Foam_3	NonFoam_1	NonFoam_2	NonFoam_3
ENSMUSG00000020081.6	Tacr2	0	1	0	0	0	3
ENSMUSG00000037012.19	Hk1	69.50	75	62.50	34.50	127	117
ENSMUSG00000085347.3	Hk1os	9.40	0	4.90	19.50	2	0.20
ENSMUSG00000020080.9	Hkdc1	0	0	1	5	4	2
ENSMUSG00000020079.16	Supv3l1	50.50	47	71	32	98.33	23
ENSMUSG00000097129.3	4930507D05Rik	0.50	0	0	1	0	16
ENSMUSG00000020078.17	Vps26a	6973	4514	5605	6144	4111	5286
ENSMUSG00000020077.15	Srgn	11392.67	8417.33	7948.50	13637.00	18395.00	28544.50
ENSMUSG00000120858.1	ENSMUSG00000120858	8.67	5.33	0.50	7.00	17.00	12.50
ENSMUSG00000120408.1	ENSMUSG00000120408	8.67	0.33	0	10.00	6.00	24
ENSMUSG00000036955.17	Kifbp	159	201	155	86	131	305.50
ENSMUSG00000105203.2	4933428P19Rik	0	0	0	3	1	0.50
ENSMUSG00000020075.9	Ddx21	536	558	414	541	746	1053.50
ENSMUSG00000112347.2	Gm47257	0	0	0	3	2.20	0
ENSMUSG00000020076.8	Ddx50	566.83	512.33	584.33	687.17	570.50	749.00
ENSMUSG00000036923.13	Stox1	0	1	0	4	1	3
ENSMUSG00000112901.2	Gm18514	0	0	0	0	0	0
ENSMUSG00000105329.3	Mir7215	0	0	0	0	0	0
ENSMUSG00000112378.2	Gm47261	1.50	1	3.50	3	1.50	4
ENSMUSG00000020074.8	Ccar1	1140.40	1462.90	1723.60	1915.70	1858.00	2106.60
ENSMUSG00000112173.2	Gm48145	0	0	0	0	0	0
ENSMUSG00000080469.3	Snord98	0	0	0	0	1	0
ENSMUSG00000112806.2	Gm48146	14.57	11.13	10.60	12.13	24.83	18.90
ENSMUSG00000047146.18	Tet1	2.20	2.40	0.40	16.00	3.40	3.40
ENSMUSG00000112309.2	Gm48353	0.65	1.15	0.20	5.40	1.60	0.70
ENSMUSG00000084569.3	Gm26479	0	0	0	0	0	0
ENSMUSG00002075200.1	Gm54723	0	0	0	1	0	0
ENSMUSG00000071253.9	Slc25a16	55.20	74	192	54	86	45
ENSMUSG00000088875.3	Gm25862	0	0	0	1	0	0
ENSMUSG00000080971.2	Gm16128	0	0	0	0	0	0
ENSMUSG00000036875.16	Dna2	126.20	172.40	106	205.70	117	113
ENSMUSG00000020070.19	Rufy2	84.50	36	67.50	109.70	90	37
ENSMUSG00000084985.2	Gm16135	0	0	0	2.40	0.40	0
ENSMUSG00000020069.17	Hnrnph3	139.50	79	61.50	254.50	196	163
ENSMUSG00000020072.16	Pbld2	0	0	0	3.50	0	0
ENSMUSG00000087030.2	Gm16143	0	0	0	0	0	0
ENSMUSG00000112129.2	Pbld1	0.40	1.80	1.80	6.90	1.20	1.20
ENSMUSG00000112374.2	Gm48072	0	0	0	0	0	0
ENSMUSG00000104481.2	Gm38063	0	0	0	1	0	0
ENSMUSG00000036816.5	Atoh7	0	0	0	4	1	0
ENSMUSG00000020067.9	Mypn	1	2	0	5	4	3
ENSMUSG00000045391.5	1700120B22Rik	0.50	0	0	0	1	0
ENSMUSG00000020064.10	Herc4	269.50	289.20	488.50	307.70	314.70	566.70
ENSMUSG00000112411.2	Gm19337	0	0	0	2	1	0
ENSMUSG00000112759.2	Gm47615	0	3	0	0	0	0
ENSMUSG00000096991.2	Gm26789	0	18	4	3	4	31
ENSMUSG00000020063.17	Sirt1	364.60	201.20	206	355.70	271.40	74.20
ENSMUSG00000085372.2	Gm16145	0	0	0	0	1	0
ENSMUSG00000036764.13	Dnajc12	1318	1030.33	1088	635	704.70	562
ENSMUSG00000112572.2	Gm7530	5	2.50	2	5	1.50	2
ENSMUSG00000048185.6	Rnf7l	60.70	49.05	50.95	32.80	31.43	51.00
ENSMUSG00000060843.12	Ctnna3	1.20	0.20	0	2.40	0.40	1.40
ENSMUSG00000062561.4	Gm10118	1	0	0	0	0	1
ENSMUSG00000042846.9	Lrrtm3	0	2	0	0	2	1
ENSMUSG00002075335.1	Gm54816	0	0	0	0	0	0
ENSMUSG00000100528.2	Gm28881	0	0	0	1	0	0
ENSMUSG00000112114.2	Gm7540	0	0	0	0	0	0
ENSMUSG00000112341.2	Gm4796	33.23	19.53	19.48	23.75	22.40	40.18
ENSMUSG00000112720.2	Gm19116	0	0	0	0	0	0
ENSMUSG00000112913.2	Gm30853	0	0	0	0	0	0
ENSMUSG00000100000.8	1700023F02Rik	0	0	0	0	0	1
ENSMUSG00000112210.2	4930407I19Rik	0	0	0	0	2	0
ENSMUSG00000065705.3	Gm22829	0	0	0	0	0	0
ENSMUSG00000077439.3	Gm22594	0	0	0	0	0	0
ENSMUSG00000101338.2	Gm28139	0	0	0	0	0	0
ENSMUSG00000112247.2	Gm47894	97.67	80.00	81.82	78.95	92.10	134.88
ENSMUSG00000112202.2	Gm31181	0	1.20	0	3	0	0
ENSMUSG00000112159.2	Gm18777	0	0	0	0	0	0
ENSMUSG00000112383.2	Gm47895	0	0	0	0	1	0
ENSMUSG00000112425.2	Gm47896	0	0	0	0.40	0	1
ENSMUSG00000112514.2	Gm47897	0	1	0	0	0	0
ENSMUSG00000120434.1	ENSMUSG00000120434	0	1	0	1	0	0
ENSMUSG00000112379.2	Gm47900	0	0	0	0	1	0
ENSMUSG00000112267.2	Gm47903	0	0	0	0	1.20	1
ENSMUSG00000097134.3	1110002J07Rik	0	17	0	2	7	31
ENSMUSG00000097921.3	Gm26576	0	0	0	0	0	0
ENSMUSG00000112925.2	Gm31763	12.40	5.40	6.40	10.70	2.00	42.20
ENSMUSG00000019873.9	Reep3	1080.50	1693.30	1052.95	1316.13	1045.70	1574.33
ENSMUSG00000037876.18	Jmjd1c	809	926	589	1854	1567	1587
ENSMUSG00000089498.3	Gm26359	0	0	0	0	0	8
ENSMUSG00000075000.12	Nrbf2	234.67	121.00	185.67	71.67	89.17	84.00
ENSMUSG00000112314.2	Gm49454	0	0	2	2	0	0
ENSMUSG00000111908.2	Gm47516	0	0	0	0	0	0
ENSMUSG00000112848.2	Gm32023	0	2	0	1	0	0
ENSMUSG00000112726.2	Gm47531	0	0	0	0	1	0
ENSMUSG00000112120.2	Gm32255	0	0	0	2	1	0
ENSMUSG00000037868.16	Egr2	414	155	224	1017	702	571
ENSMUSG00000057134.7	Ado	6115	4522	6125	5183	3351	3254
ENSMUSG00000112141.2	4930563J15Rik	0	2	0	5	1	1
ENSMUSG00000074999.3	Gm10797	0	0	0	1	0	22
ENSMUSG00000112558.2	Gm32364	0	0	0	0	0	0
ENSMUSG00000112097.3	Gm32515	0	1	1	4	0	5
ENSMUSG00000112396.2	Gm47574	0	0	0	3	0	0
ENSMUSG00000112619.2	1700030E10Rik	0	0	0	2	0	0
ENSMUSG00000112537.2	4930543I11Rik	0	0.50	0	3	0	0
ENSMUSG00000116971.2	Gm49766	0	0.50	1	2	1	1
ENSMUSG00000111956.2	Gm29774	0	1	0	2	0	1
ENSMUSG00000037855.16	Zfp365	0	0	0	6	2	1
ENSMUSG00000112899.2	4930521O17Rik	0	0	0	0	1	0
ENSMUSG00000037846.19	Rtkn2	1	0	0	7	2	8
ENSMUSG00000086838.2	Gm16212	0	0	0	1	0	0
ENSMUSG00000019947.11	Arid5b	334	386	504	464	301	462
ENSMUSG00000112275.2	Gm47078	0	0	0	1	2	0
ENSMUSG00000112157.2	4930545H06Rik	0	0	0	1	0	1
ENSMUSG00000019945.11	Cabcoco1	0	0	0	1	0.50	0
ENSMUSG00000112793.2	Gm32872	0	0	0	0	0.50	0
ENSMUSG00000112434.2	Gm7594	0	0	0.25	3	0	1
ENSMUSG00000060044.9	Tmem26	171	101	197	50	0	0
ENSMUSG00000112333.2	1700048P04Rik	0	0	0	0	0	0
ENSMUSG00000112331.2	Gm33035	0	0	0	0	1	0
ENSMUSG00000112083.2	Gm47107	0	0	0	1	0	0
ENSMUSG00000077315.4	Gm24172	0	0	0	0	0	0
ENSMUSG00000111941.2	Gm33263	0	0	0	0	0	0
ENSMUSG00000019944.15	Rhobtb1	0	2	0	9	5	1
ENSMUSG00000090622.2	A930033H14Rik	0	0	0	1	0	0
ENSMUSG00000112798.2	Gm40685	0	0	0	0	0	1
ENSMUSG00000019942.14	Cdk1	771	569	474	750	650	1323
ENSMUSG00000112509.2	Gm47211	1	0	0	0	1.20	0.20
ENSMUSG00000069601.15	Ank3	6	14	3.20	27	24	16.25
ENSMUSG00000111899.2	Gm18636	0	0	0	0	0	0
ENSMUSG00000112729.2	Gm46231	0	0	0	0.20	0	1.33
ENSMUSG00000048701.14	Ccdc6	3270	1424.20	2646	2555.20	1783.40	1557.20
ENSMUSG00000019933.8	Mrln	0	8	5	0	1	1
ENSMUSG00000037762.7	Slc16a9	1.50	1.50	0.50	3	2	0
ENSMUSG00000089835.2	Gm7097	0	0	0.50	0	0	0
ENSMUSG00000052426.5	Gm9877	1.50	0.50	0	2	3.20	0
ENSMUSG00000112676.2	Gm20108	0	0	0	0	0	0.20
ENSMUSG00000120624.1	ENSMUSG00000120624	0	0	0	0	1	0
ENSMUSG00000112884.2	Gm47946	0	1	0	2	0	0
ENSMUSG00000043259.16	Fam13c	0	1	33.50	14.50	3.50	1
ENSMUSG00002074897.1	Gm55389	0	0	0	0	0	0
ENSMUSG00000112273.2	Gm29783	63.53	42.50	24.95	33.75	47.92	77.65
ENSMUSG00000037747.10	Phyhipl	0	0	6.50	16.50	0.50	0
ENSMUSG00000120695.1	ENSMUSG00000120695	0	0	0	2	0	0
ENSMUSG00000112607.2	Gm33979	0	0	0	4.33	0	0
ENSMUSG00000112752.2	Gm48021	0	0	0	0	0	0
ENSMUSG00000112320.2	Gm48022	0	2	0	3	0.20	0.20
ENSMUSG00000112870.2	Gm40689	0	1	0	1.50	0	0
ENSMUSG00000112883.2	Gm48023	0	0	0	0	1	0
ENSMUSG00000112125.2	Gm48024	0	0	0	1	0	1
ENSMUSG00000047692.7	4930533K18Rik	0	0	0	2	0	0
ENSMUSG00000112032.2	Gm48036	0	0	0	0.50	0	0
ENSMUSG00000118918.1	Gm24486	0.20	0	0	0.20	0	0.20
ENSMUSG00000014329.15	Bicc1	1	2	1	7.50	1	3
ENSMUSG00000112745.2	Gm48025	0.20	3	2	3	0	2
ENSMUSG00000090212.2	Gm15647	0	0	0	0	0	0
ENSMUSG00000112566.2	Gm32025	0	0	0	0	1	2
ENSMUSG00000112748.2	Gm6331	22	10	24	10	6.50	17.50
ENSMUSG00000112366.2	C730027H18Rik	1	3	0.25	6	5	2.70
ENSMUSG00000112189.2	C730027H18Rik	0	0	0	2	0	0.50
ENSMUSG00000112028.2	1700113B09Rik	0	0	0	2	0	0
ENSMUSG00000003923.15	Tfam	427	138	184	148	122	466
ENSMUSG00000019927.7	Ube2d1	234	118	91	142	305	323
ENSMUSG00000112813.2	Gm34376	0.40	0	0	2.20	2.40	0.20
ENSMUSG00000093732.2	Gm20609	0	4	0	2	3	0
ENSMUSG00000112582.2	Rpl19-ps2	0	0	1	0.60	1	0
ENSMUSG00000037710.9	Cisd1	1594	1353	1213.50	833.50	691.50	1331
ENSMUSG00000060733.14	Ipmk	129.50	187.50	140.17	190	82.67	581.17
ENSMUSG00000112108.2	4930551I15Rik	0	0	0	1	0	0
ENSMUSG00000112608.2	Gm46233	0	0	0	0	0	0
ENSMUSG00000112416.2	Gm47028	0	0	0	1	0	0
ENSMUSG00000112126.2	Gm34544	0	1	0	1.20	0	2
ENSMUSG00000111965.2	Gm4797	4.50	4.50	4.50	6	6.75	3.75
ENSMUSG00000112624.2	Gm19074	0	0	0	2	1	0
ENSMUSG00000112152.2	Gm47045	0	0	0	0	0	0
ENSMUSG00000112714.2	Gm4798	8.50	2.50	0	5.50	25.83	21.00
ENSMUSG00000112717.2	Gm6362	0	0	0	0	0	0
ENSMUSG00000111999.2	Gm5080	0	0	0	0	0	0
ENSMUSG00000077142.3	Gm22937	0	0	0	0	0	0
ENSMUSG00000043859.6	1700049L16Rik	0	0	0	2	0	0
ENSMUSG00000112185.2	Gm47060	0	0	0	0	0	0
ENSMUSG00000112414.2	Gm34609	1	0	0	1	0	0
ENSMUSG00000053830.5	Gm9923	204.83	85.08	268.92	232.33	126.25	203.67
ENSMUSG00000077642.3	Gm24984	0	0	0	0	0	0
ENSMUSG00000019923.15	Zwint	2598	2132	2357	1330	1365	2178
ENSMUSG00000112862.2	Gm47094	0	0	0	1	1	0
ENSMUSG00000112168.2	Gm34776	0	0	0	0	0	0
ENSMUSG00000111994.3	A330049N07Rik	1	0.20	0	1.60	2.20	0
ENSMUSG00000052613.17	Pcdh15	2	3	1	20	6	4
ENSMUSG00000102584.2	Gm37438	0	0	0	0	0	0
ENSMUSG00000085456.3	Gm15398	3	0	0.50	3.50	1	0.50
ENSMUSG00000091825.2	Gm5778	128.50	86.50	91.50	87	101.50	93
ENSMUSG00000112838.2	Gm47098	0	0	0	0	0	0
ENSMUSG00000112427.2	Gm19168	0	0	0	1	0	0
ENSMUSG00000085176.2	Gm15397	0	0	0	0	0	0
ENSMUSG00000093548.2	Gm6407	3886.43	3926.94	3243.52	1353.66	1641.66	2874.97
ENSMUSG00000112686.2	Gm7034	8.80	3.40	3.40	6.40	2.00	7.10
ENSMUSG00000072407.5	Gm6419	842.50	802.50	530.50	655	634	1149.17
ENSMUSG00000009070.15	Rsph14	0	0	0	6	0	2
ENSMUSG00000040009.7	Gnaz	0	1	0	8	0	0
ENSMUSG00000112136.2	Gm40692	6.80	7.40	5.60	2.60	6.60	11.80
ENSMUSG00000020175.16	Rab36	1	18	2	10	1	2
ENSMUSG00000009681.11	Bcr	3	2	27	44	28	43
ENSMUSG00000033444.15	Specc1l	194	123	272	257	415.60	324
ENSMUSG00000112116.2	Gm46234	0	0	0	0	0	0
ENSMUSG00000020178.7	Adora2a	0	0	0	2	2	2
ENSMUSG00000112471.2	Gm5779	17.77	10.75	14.17	10.20	16.35	22.60
ENSMUSG00000033416.16	Gucd1	68.77	104.75	85.17	118.70	44.35	35.60
ENSMUSG00000033427.15	Upb1	0.20	2	0	8.20	7.50	5
ENSMUSG00002074988.1	Gm56101	0	0	0	0	0	0
ENSMUSG00000112764.2	Gm48158	0	0	0	0	0	0
ENSMUSG00000111955.2	Gm48148	0	0	0	0	0	0
ENSMUSG00000020180.11	Snrpd3	2560	1849	1821	2030.50	1898	3703
ENSMUSG00000046807.11	Lrrc75b	3	3	2	7.20	3	0
ENSMUSG00000006345.11	Ggt1	0	4	0	7	4	3
ENSMUSG00000006344.18	Ggt5	2	5	8	17	42	66
ENSMUSG00000055872.2	Gm9985	0	3	0	0	1	0
ENSMUSG00000089124.4	Gm26402	0	0	0	0	1	0
ENSMUSG00000112643.2	Gm19688	2.25	2	0	0	3	1
ENSMUSG00000006342.16	Susd2	0	3	1	4	3	4
ENSMUSG00000020196.11	Cabin1	144.40	181	238	342	192.80	107.40
ENSMUSG00000112789.2	Gm19326	176.56	140.16	114.87	86.88	138.31	216.30
ENSMUSG00000001666.9	Ddt	479	301.50	356.50	206	301.50	655.50
ENSMUSG00000092360.2	Gm20441	260.50	182	214	146.50	181.50	333
ENSMUSG00000001665.12	Gstt3	153.50	69.50	197.50	211.50	131	135.50
ENSMUSG00000001663.11	Gstt1	1	0	44	114	26	102
ENSMUSG00000009093.8	Gstt4	0	0	0	0	0	0
ENSMUSG00000033318.8	Gstt2	308.20	149	192	39.40	150.25	267.50
ENSMUSG00000033307.8	Mif	2984.66	2326.66	2070.66	1464.58	1425.92	2860.83
ENSMUSG00000112306.2	Gm47744	0	0	0	2	2	0
ENSMUSG00000120255.1	ENSMUSG00000120255	0	0	0	1	0.20	0
ENSMUSG00000009092.6	Derl3	0	33	1	4	4	0
ENSMUSG00000000902.14	Smarcb1	1716	992.40	1103.20	658.93	884.20	1237.20
ENSMUSG00000000901.18	Mmp11	16	0.50	0	25.50	7	2
ENSMUSG00000049422.8	Chchd10	12	8.50	3	14	15.50	13
ENSMUSG00000050157.7	Gm867	7	1	0	1.50	0.50	0
ENSMUSG00000000903.4	Vpreb3	0	0	0	1	0	0
ENSMUSG00000082234.2	Gm16221	0	0	0	1	0	0
ENSMUSG00000033255.9	Gm5134	21.50	0	13.50	7	3	5
ENSMUSG00000082619.2	Gm16219	0	1	0	0	1	0
ENSMUSG00000085662.2	Gm16220	0.50	0	0.50	2	0	0
ENSMUSG00000098817.3	Mir6409	0	0	0	0	0	0
ENSMUSG00000049764.9	Zfp280b	1	60.33	9	19	39.50	7
ENSMUSG00000020226.10	Slc5a4b	0	0	0	6.70	2	1
ENSMUSG00000086798.2	Gm16222	0	1	0	2.10	1	0.80
ENSMUSG00000112128.2	Gm19217	0	1	0	0	0	0
ENSMUSG00000020229.5	Slc5a4a	0	1	1	1	3	0
ENSMUSG00000112625.2	Gm2628	0	0	0	0	0	0
ENSMUSG00000020230.16	Prmt2	805	524	695	237.50	464	665
ENSMUSG00000076068.3	Mir678	24	20	19	15.50	11	12
ENSMUSG00000033208.8	S100b	0	0	1	1	0	54
ENSMUSG00000020231.16	Dip2a	1	45.50	47	26.50	33	66
ENSMUSG00000089711.2	Gm16240	0	0	0	0	0	1
ENSMUSG00000001151.11	Pcnt	90	88	31.83	125	62	213
ENSMUSG00000101695.2	1700094J05Rik	0	1	0	0.50	2.50	0
ENSMUSG00000117965.2	Gm56118	0	0	0.83	0	4	0
ENSMUSG00000120244.1	ENSMUSG00000120244	23	14	0.33	2.50	6.50	45
ENSMUSG00000009114.18	2610028H24Rik	0	0	0	1.50	0	3
ENSMUSG00000033126.6	Ybey	22.33	18.60	18.45	13.10	26	18.60
ENSMUSG00000001150.8	Mcm3ap	106	46	123	93	64	110
ENSMUSG00000033105.13	Lss	7	9	40.50	70	56	36
ENSMUSG00000086241.3	4930483K19Rik	0	1	0.50	0	0	0
ENSMUSG00000009115.6	Spatc1l	0	0	0	1.50	1	0
ENSMUSG00000085468.3	Gm15343	0	0	0	3.50	1	0
ENSMUSG00000001155.14	Ftcd	0	2	2	7	4	0
ENSMUSG00000020241.14	Col6a2	2	1	16	10	4	3
ENSMUSG00000112721.2	Gm35608	0	0	0	3	1	0
ENSMUSG00000001119.8	Col6a1	0	5	8	10	3	1
ENSMUSG00000112291.2	Gm48276	0	2	0	1	1	1
ENSMUSG00000001120.16	Pcbp3	16	32	7	8	81	2
ENSMUSG00000112143.2	Gm35721	0	2	1	2	4	1
ENSMUSG00000102522.2	Gm37782	0	0	0	1	0	0
ENSMUSG00000112773.2	Gm3137	1	0	0	0	1	1
ENSMUSG00000074919.3	Gm10787	0	0	0	1	0	1
ENSMUSG00000001436.16	Slc19a1	236	34	302	168	51	21
ENSMUSG00000001435.16	Col18a1	4.20	2	20	25	4.40	3.20
ENSMUSG00000112612.2	Gm7775	0	0	1	6	0	0
ENSMUSG00000078444.4	Gm10941	2	0	4.25	9.20	0	18.20
ENSMUSG00000020260.10	Pofut2	740	480	544	478	639	761
ENSMUSG00000020262.16	Adarb1	0.20	1.20	2	54.20	6	5
ENSMUSG00000112818.2	Gm35920	0	0	0	0	0	0
ENSMUSG00000032977.10	Fam207a	15	55	32	16	5	139.50
ENSMUSG00000000290.14	Itgb2	10542.00	7853.50	11162	7914	5271	6554.50
ENSMUSG00000009291.14	Pttg1ip	5732.00	2772.00	3287.00	2780	4015	3601.00
ENSMUSG00000020265.17	Sumo3	3915.20	2555	3056.50	4212	2987.95	3801.50
ENSMUSG00000112241.2	Gm49325	399.00	208.50	275	442	300.25	374.50
ENSMUSG00000009293.18	Ube2g2	411.50	215.50	216	264	533.50	362.50
ENSMUSG00000089424.3	Mir1930	0	0	0	0	0	0
ENSMUSG00000112007.2	Gm18119	125.78	105.55	79.93	68.80	94.20	178.85
ENSMUSG00000112912.2	Gm48160	0	0	0	1	0	0
ENSMUSG00000069581.13	Tspear	1	2	0	8	2	34
ENSMUSG00000095970.2	Gm19402	0	0.20	0.50	4.63	0.70	1
ENSMUSG00000112170.2	Gm9508	0	0.20	0	0.40	0	0
ENSMUSG00000069584.5	Gm10272	0	0	0	1	1	1
ENSMUSG00000094012.2	Gm10024	0	0	1	1.33	0	0
ENSMUSG00000094146.2	Gm10142	0	0	0	0	1	1
ENSMUSG00000112037.2	Gm48179	0	0	0	0	0	0
ENSMUSG00000069583.3	Krtap12-1	0	0	0	1.33	0	0
ENSMUSG00000096421.2	Gm10100	0	1	0	0.33	0	0
ENSMUSG00000112236.2	Gm29802	0	0	0	1	0	0
ENSMUSG00000112864.2	Gm18596	0	0.40	0	0	0.50	1.20
ENSMUSG00000111976.2	Gm48178	0	0	0	0	0	0
ENSMUSG00000112380.2	Gm9736	0	0.20	0	0	0.20	1
ENSMUSG00000094120.2	Gm3233	0	0.40	0	0.20	0.40	0
ENSMUSG00000095817.2	Gm3238	1	0.20	0.33	0.40	0.20	2.20
ENSMUSG00000095593.2	Gm7138	0	0	0	0.97	0.40	0
ENSMUSG00000096481.2	Gm3250	0	0.60	0	1.93	1.60	0.20
ENSMUSG00000095721.2	Gm7137	0	0.40	0	0.97	0.40	0
ENSMUSG00000096131.4	Gm9639	0	0.60	1	1.60	0.40	0.20
ENSMUSG00000096380.2	Gm19668	0	0.60	0	0.17	1.20	0.20
ENSMUSG00000094913.4	Gm9507	0	0	0.33	0.53	0.20	0
ENSMUSG00000112600.2	Gm49918	0	0.60	1.08	1.20	0	0.30
ENSMUSG00000069582.4	Krtap10-4	0	0.40	1	1	0	0.40
ENSMUSG00000112223.2	Krtap10-10	0	0.20	0.75	2	1	0.10
ENSMUSG00000112653.2	Gm36176	0	0	0	0	0	0
ENSMUSG00000071195.5	Gm10318	0	0.60	0	1	3.40	0.20
ENSMUSG00000111915.2	Gm3285	0	0.40	0	1	0.40	0
ENSMUSG00000096573.3	1700009J07Rik	0	0	0	3	0	0
ENSMUSG00000051652.5	Lrrc3	2	4	0	12	6.20	0.20
ENSMUSG00000009292.19	Trpm2	51.20	57.80	38.80	119.10	19.80	9.20
ENSMUSG00000093784.3	Gm22394	0	0	0	0.50	0	0
ENSMUSG00000093443.3	Gm22871	0	0	0	1	0	0
ENSMUSG00000020284.17	Cfap410	285	129.20	135	85.20	206	264
ENSMUSG00000020277.11	Pfkl	281	134	105	157	288	161
ENSMUSG00000000731.16	Aire	0	0	1	4	5	3
ENSMUSG00000000730.14	Dnmt3l	12	72	13	2	58	32
ENSMUSG00000000732.10	Icosl	257	93	268	892	986.33	1395.00
ENSMUSG00000112662.2	Gm47922	0	0	0.20	28	11.20	29.00
ENSMUSG00000053329.8	Gatd3a	16	30	8	37	40	151
ENSMUSG00000032834.12	Pwp2	59	55	39	129	49	7
ENSMUSG00000000374.9	Trappc10	35.50	97	3	56	62	11
ENSMUSG00000112433.2	Gm30122	3.50	20	8	1.20	2	0
ENSMUSG00000112300.2	Gm47976	0	0	0	4	0	2.20
ENSMUSG00000001211.16	Agpat3	614.50	429.50	429.50	181	183	491.50
ENSMUSG00000118646.2	ENSMUSG00000118646	22.50	7.50	5.50	2	3	17.50
ENSMUSG00000112442.2	Gm47992	0	0	0	1	0	0
ENSMUSG00002075838.1	Gm56162	0	0	0	0	0	0
ENSMUSG00000098885.3	Mir7659	0	0	0	0	0	0
ENSMUSG00000112641.2	Gm40709	0	1	0	5	1	1
ENSMUSG00002075298.1	Gm56163	0	0	0	0	1	0
ENSMUSG00000064317.6	Gm10146	489.66	342.25	282.66	408.66	366.33	771.83
ENSMUSG00000061032.10	Rrp1	440.50	263	251	360	381.20	441
ENSMUSG00000098376.3	Mir6907	0.50	0	0	0	0	0
ENSMUSG00000005054.8	Cstb	26143	24297	18763	9997	13464	21915
ENSMUSG00000112652.2	4921516A02Rik	146	116.25	112.25	173.75	107.75	59.50
ENSMUSG00000098932.3	Mir6410	0	0	0	0	0	0
ENSMUSG00000032788.16	Pdxk	1192.90	838.75	1219.65	562.65	979.95	565.50
ENSMUSG00000098279.3	Mir6908	1	0	0	0	1	0
ENSMUSG00000112623.2	4933436P19Rik	0	0	0	2	0	1
ENSMUSG00000112842.4	Gm30232	0	0	0	4	0.50	0
ENSMUSG00000055704.5	Gm9978	0.40	1.20	0.20	7.20	0.50	2.60
ENSMUSG00000121448.1	ENSMUSG00000121448	0	0	0	1.50	0	0
ENSMUSG00000112224.2	Gm47944	0	0	0	0	1	0
ENSMUSG00000107822.5	Or10b1	0	0	0	0	0	0
ENSMUSG00002075755.1	Gm56166	0	0	0	0	0	0
ENSMUSG00002076762.1	Gm56167	0	0	0	0	0	0
ENSMUSG00000112313.2	Gm5951	28.62	12.88	28.13	21.92	27.98	47.40
ENSMUSG00000111881.2	Vmn2r-ps92	0	0	0	0	0	0
ENSMUSG00000032763.12	Ilvbl	475	178	283	248	531	681
ENSMUSG00000032714.7	Syde1	0	1	1	3	4	86
ENSMUSG00000112021.2	Gm30346	0	0	0	5	2	1
ENSMUSG00000104370.2	Gm37514	0	1	0	3.50	1	0
ENSMUSG00000071185.6	Or1i2	0	1	0	2	1	0
ENSMUSG00000112017.2	Gm7842	0	0	0	3.50	0	0
ENSMUSG00000112674.2	Gm47459	0	0	0	0.50	0	0
ENSMUSG00000112689.2	Gm47476	0	0.20	0	2.80	0.40	0.40
ENSMUSG00000111946.2	Gm47495	0	0	0	0	0	0
ENSMUSG00000005355.10	Casp14	0	0	0	2	2	0
ENSMUSG00000078442.4	Ccdc105	0	0	1	5	2	0
ENSMUSG00000109776.2	Gm30400	0	0	1.33	2.33	2	0.20
ENSMUSG00000005357.10	Slc1a6	0	0	0	5	1	0
ENSMUSG00000051190.9	Or7c70	1	1	0	1.80	0.40	4
ENSMUSG00000062873.8	Or7a39	0	0.50	0	1	1	2
ENSMUSG00000094673.5	Or7a38	2	0.50	0	0.50	2	2
ENSMUSG00000094080.4	Or7a42	0	0	0	2.50	0	0
ENSMUSG00000042774.9	Or7a37	0	0	0	1	1	2
ENSMUSG00000112732.2	Gm47343	0	0	0	0	0	0
ENSMUSG00000046493.6	Or7a36	0	0	0	2	1	2
ENSMUSG00000063216.4	Or7a35	0	0	0	1.50	0	0
ENSMUSG00000060205.4	Or7a41	0	0	0	3.50	0	0
ENSMUSG00000060301.7	2610008E11Rik	25	4	56	25	24	66.20
ENSMUSG00000091888.4	Vmn2r80	0	0	0	4.50	1.67	0
ENSMUSG00000055515.9	Vmn2r81	0	0	0	2.50	1.67	0
ENSMUSG00000091468.4	Vmn2r82	0	0	2	2	0.33	5
ENSMUSG00000112907.2	Gm47015	0	0	0	2.40	0.60	0.40
ENSMUSG00000091381.4	Vmn2r83	0	0.20	0	1	0.53	1
ENSMUSG00000120605.1	ENSMUSG00000120605	0	0	0	0	4.50	1.50
ENSMUSG00000052151.13	Plpp2	243	179	184	62	158	363
ENSMUSG00000098414.3	Mir6909	0	0	0	0	0	0
ENSMUSG00000042570.15	Mier2	14	9	12	16	7	21
ENSMUSG00000020317.15	Theg	0	0	1	2	2	0
ENSMUSG00000045912.10	C2cd4c	0	1	1	15	4	5
ENSMUSG00000020312.13	Shc2	62	15	45	126	6	64
ENSMUSG00000111977.2	Gm47163	0	0	5	6	0	2
ENSMUSG00000035963.9	Odf3l2	0	0	0	4	0	1
ENSMUSG00000020310.10	Madcam1	0	0	0	2	1	0
ENSMUSG00000020308.8	Tpgs1	43	60	45	23	40	42
ENSMUSG00000120698.1	ENSMUSG00000120698	0	0	0	0	0	0
ENSMUSG00000020307.16	Cdc34	168	94	81.50	122	128.50	239
ENSMUSG00000054206.3	Gzmm	0	0	0	10	2	0
ENSMUSG00000065220.3	Gm25794	0	0	0	0	0.20	0.40
ENSMUSG00000023175.16	Bsg	3689	2232	2475	1074	2350	3771
ENSMUSG00000020331.10	Hcn2	0	0	0	2	1	2
